category_codes,category_codes_des,block_codes,block_codes_des,chapter_codes,chapter_codes_des
T27,Burn and corrosion of respiratory tract,T26-T28,Burns and corrosions confined to eye and internal organs (T26-T28),19,"Injury, poisoning and certain other consequences of external causes (S00-T88)"
T28,Burn and corrosion of other internal organs,T26-T28,Burns and corrosions confined to eye and internal organs (T26-T28),19,"Injury, poisoning and certain other consequences of external causes (S00-T88)"
T30,"Burn and corrosion, body region unspecified",T30-T32,Burns and corrosions of multiple and unspecified body regions (T30-T32),19,"Injury, poisoning and certain other consequences of external causes (S00-T88)"
T31,Burns classified according to extent of body surface involved,T30-T32,Burns and corrosions of multiple and unspecified body regions (T30-T32),19,"Injury, poisoning and certain other consequences of external causes (S00-T88)"
T32,Corrosions classified according to extent of body surface involved,T30-T32,Burns and corrosions of multiple and unspecified body regions (T30-T32),19,"Injury, poisoning and certain other consequences of external causes (S00-T88)"
T33,Superficial frostbite,T33-T34,Frostbite (T33-T34),19,"Injury, poisoning and certain other consequences of external causes (S00-T88)"
T34,Frostbite with tissue necrosis,T33-T34,Frostbite (T33-T34),19,"Injury, poisoning and certain other consequences of external causes (S00-T88)"
T36,"Poisoning by, adverse effect of and underdosing of systemic antibiotics",T36-T50,"Poisoning by, adverse effects of and underdosing of drugs, medicaments and biological substances (T36-T50)",19,"Injury, poisoning and certain other consequences of external causes (S00-T88)"
T37,"Poisoning by, adverse effect of and underdosing of other systemic anti-infectives and antiparasitics",T36-T50,"Poisoning by, adverse effects of and underdosing of drugs, medicaments and biological substances (T36-T50)",19,"Injury, poisoning and certain other consequences of external causes (S00-T88)"
T38,"Poisoning by, adverse effect of and underdosing of hormones and their synthetic substitutes and antagonists, not elsewhere classified",T36-T50,"Poisoning by, adverse effects of and underdosing of drugs, medicaments and biological substances (T36-T50)",19,"Injury, poisoning and certain other consequences of external causes (S00-T88)"
T39,"Poisoning by, adverse effect of and underdosing of nonopioid analgesics, antipyretics and antirheumatics",T36-T50,"Poisoning by, adverse effects of and underdosing of drugs, medicaments and biological substances (T36-T50)",19,"Injury, poisoning and certain other consequences of external causes (S00-T88)"
T40,"Poisoning by, adverse effect of and underdosing of narcotics and psychodysleptics [hallucinogens]",T36-T50,"Poisoning by, adverse effects of and underdosing of drugs, medicaments and biological substances (T36-T50)",19,"Injury, poisoning and certain other consequences of external causes (S00-T88)"
T41,"Poisoning by, adverse effect of and underdosing of anesthetics and therapeutic gases",T36-T50,"Poisoning by, adverse effects of and underdosing of drugs, medicaments and biological substances (T36-T50)",19,"Injury, poisoning and certain other consequences of external causes (S00-T88)"
T42,"Poisoning by, adverse effect of and underdosing of antiepileptic, sedative- hypnotic and antiparkinsonism drugs",T36-T50,"Poisoning by, adverse effects of and underdosing of drugs, medicaments and biological substances (T36-T50)",19,"Injury, poisoning and certain other consequences of external causes (S00-T88)"
T43,"Poisoning by, adverse effect of and underdosing of psychotropic drugs, not elsewhere classified",T36-T50,"Poisoning by, adverse effects of and underdosing of drugs, medicaments and biological substances (T36-T50)",19,"Injury, poisoning and certain other consequences of external causes (S00-T88)"
T44,"Poisoning by, adverse effect of and underdosing of drugs primarily affecting the autonomic nervous system",T36-T50,"Poisoning by, adverse effects of and underdosing of drugs, medicaments and biological substances (T36-T50)",19,"Injury, poisoning and certain other consequences of external causes (S00-T88)"
T45,"Poisoning by, adverse effect of and underdosing of primarily systemic and hematological agents, not elsewhere classified",T36-T50,"Poisoning by, adverse effects of and underdosing of drugs, medicaments and biological substances (T36-T50)",19,"Injury, poisoning and certain other consequences of external causes (S00-T88)"
T46,"Poisoning by, adverse effect of and underdosing of agents primarily affecting the cardiovascular system",T36-T50,"Poisoning by, adverse effects of and underdosing of drugs, medicaments and biological substances (T36-T50)",19,"Injury, poisoning and certain other consequences of external causes (S00-T88)"
T47,"Poisoning by, adverse effect of and underdosing of agents primarily affecting the gastrointestinal system",T36-T50,"Poisoning by, adverse effects of and underdosing of drugs, medicaments and biological substances (T36-T50)",19,"Injury, poisoning and certain other consequences of external causes (S00-T88)"
T48,"Poisoning by, adverse effect of and underdosing of agents primarily acting on smooth and skeletal muscles and the respiratory system",T36-T50,"Poisoning by, adverse effects of and underdosing of drugs, medicaments and biological substances (T36-T50)",19,"Injury, poisoning and certain other consequences of external causes (S00-T88)"
T49,"Poisoning by, adverse effect of and underdosing of topical agents primarily affecting skin and mucous membrane and by ophthalmological, otorhinorlaryngological and dental drugs",T36-T50,"Poisoning by, adverse effects of and underdosing of drugs, medicaments and biological substances (T36-T50)",19,"Injury, poisoning and certain other consequences of external causes (S00-T88)"
T50,"Poisoning by, adverse effect of and underdosing of diuretics and other and unspecified drugs, medicaments and biological substances",T36-T50,"Poisoning by, adverse effects of and underdosing of drugs, medicaments and biological substances (T36-T50)",19,"Injury, poisoning and certain other consequences of external causes (S00-T88)"
T51,Toxic effect of alcohol,T51-T65,Toxic effects of substances chiefly nonmedicinal as to source (T51-T65),19,"Injury, poisoning and certain other consequences of external causes (S00-T88)"
T52,Toxic effect of organic solvents,T51-T65,Toxic effects of substances chiefly nonmedicinal as to source (T51-T65),19,"Injury, poisoning and certain other consequences of external causes (S00-T88)"
T53,Toxic effect of halogen derivatives of aliphatic and aromatic hydrocarbons,T51-T65,Toxic effects of substances chiefly nonmedicinal as to source (T51-T65),19,"Injury, poisoning and certain other consequences of external causes (S00-T88)"
T54,Toxic effect of corrosive substances,T51-T65,Toxic effects of substances chiefly nonmedicinal as to source (T51-T65),19,"Injury, poisoning and certain other consequences of external causes (S00-T88)"
T55,Toxic effect of soaps and detergents,T51-T65,Toxic effects of substances chiefly nonmedicinal as to source (T51-T65),19,"Injury, poisoning and certain other consequences of external causes (S00-T88)"
T56,Toxic effect of metals,T51-T65,Toxic effects of substances chiefly nonmedicinal as to source (T51-T65),19,"Injury, poisoning and certain other consequences of external causes (S00-T88)"
T57,Toxic effect of other inorganic substances,T51-T65,Toxic effects of substances chiefly nonmedicinal as to source (T51-T65),19,"Injury, poisoning and certain other consequences of external causes (S00-T88)"
T58,Toxic effect of carbon monoxide,T51-T65,Toxic effects of substances chiefly nonmedicinal as to source (T51-T65),19,"Injury, poisoning and certain other consequences of external causes (S00-T88)"
T59,"Toxic effect of other gases, fumes and vapors",T51-T65,Toxic effects of substances chiefly nonmedicinal as to source (T51-T65),19,"Injury, poisoning and certain other consequences of external causes (S00-T88)"
T60,Toxic effect of pesticides,T51-T65,Toxic effects of substances chiefly nonmedicinal as to source (T51-T65),19,"Injury, poisoning and certain other consequences of external causes (S00-T88)"
T61,Toxic effect of noxious substances eaten as seafood,T51-T65,Toxic effects of substances chiefly nonmedicinal as to source (T51-T65),19,"Injury, poisoning and certain other consequences of external causes (S00-T88)"
T62,Toxic effect of other noxious substances eaten as food,T51-T65,Toxic effects of substances chiefly nonmedicinal as to source (T51-T65),19,"Injury, poisoning and certain other consequences of external causes (S00-T88)"
T63,Toxic effect of contact with venomous animals and plants,T51-T65,Toxic effects of substances chiefly nonmedicinal as to source (T51-T65),19,"Injury, poisoning and certain other consequences of external causes (S00-T88)"
T64,Toxic effect of aflatoxin and other mycotoxin food contaminants,T51-T65,Toxic effects of substances chiefly nonmedicinal as to source (T51-T65),19,"Injury, poisoning and certain other consequences of external causes (S00-T88)"
T65,Toxic effect of other and unspecified substances,T51-T65,Toxic effects of substances chiefly nonmedicinal as to source (T51-T65),19,"Injury, poisoning and certain other consequences of external causes (S00-T88)"
T66,"Radiation sickness, unspecified",T66-T78,Other and unspecified effects of external causes (T66-T78),19,"Injury, poisoning and certain other consequences of external causes (S00-T88)"
T67,Effects of heat and light,T66-T78,Other and unspecified effects of external causes (T66-T78),19,"Injury, poisoning and certain other consequences of external causes (S00-T88)"
T68,Hypothermia,T66-T78,Other and unspecified effects of external causes (T66-T78),19,"Injury, poisoning and certain other consequences of external causes (S00-T88)"
T69,Other effects of reduced temperature,T66-T78,Other and unspecified effects of external causes (T66-T78),19,"Injury, poisoning and certain other consequences of external causes (S00-T88)"
T70,Effects of air pressure and water pressure,T66-T78,Other and unspecified effects of external causes (T66-T78),19,"Injury, poisoning and certain other consequences of external causes (S00-T88)"
T71,Asphyxiation,T66-T78,Other and unspecified effects of external causes (T66-T78),19,"Injury, poisoning and certain other consequences of external causes (S00-T88)"
T73,Effects of other deprivation,T66-T78,Other and unspecified effects of external causes (T66-T78),19,"Injury, poisoning and certain other consequences of external causes (S00-T88)"
T74,"Adult and child abuse, neglect and other maltreatment, confirmed",T66-T78,Other and unspecified effects of external causes (T66-T78),19,"Injury, poisoning and certain other consequences of external causes (S00-T88)"
T75,Other and unspecified effects of other external causes,T66-T78,Other and unspecified effects of external causes (T66-T78),19,"Injury, poisoning and certain other consequences of external causes (S00-T88)"
T76,"Adult and child abuse, neglect and other maltreatment, suspected",T66-T78,Other and unspecified effects of external causes (T66-T78),19,"Injury, poisoning and certain other consequences of external causes (S00-T88)"
T78,"Adverse effects, not elsewhere classified",T66-T78,Other and unspecified effects of external causes (T66-T78),19,"Injury, poisoning and certain other consequences of external causes (S00-T88)"
T79,"Certain early complications of trauma, not elsewhere classified",T79,"Certain early complications of trauma, not elsewhere classified",19,"Injury, poisoning and certain other consequences of external causes (S00-T88)"
T79,"Certain early complications of trauma, not elsewhere classified",T79,"Certain early complications of trauma, not elsewhere classified",19,"Injury, poisoning and certain other consequences of external causes (S00-T88)"
T80,"Complications following infusion, transfusion and therapeutic injection",T80-T88,"Complications of surgical and medical care, not elsewhere classified (T80-T88)",19,"Injury, poisoning and certain other consequences of external causes (S00-T88)"
T81,"Complications of procedures, not elsewhere classified",T80-T88,"Complications of surgical and medical care, not elsewhere classified (T80-T88)",19,"Injury, poisoning and certain other consequences of external causes (S00-T88)"
T82,"Complications of cardiac and vascular prosthetic devices, implants and grafts",T80-T88,"Complications of surgical and medical care, not elsewhere classified (T80-T88)",19,"Injury, poisoning and certain other consequences of external causes (S00-T88)"
T83,"Complications of genitourinary prosthetic devices, implants and grafts",T80-T88,"Complications of surgical and medical care, not elsewhere classified (T80-T88)",19,"Injury, poisoning and certain other consequences of external causes (S00-T88)"
T84,"Complications of internal orthopedic prosthetic devices, implants and grafts",T80-T88,"Complications of surgical and medical care, not elsewhere classified (T80-T88)",19,"Injury, poisoning and certain other consequences of external causes (S00-T88)"
T85,"Complications of other internal prosthetic devices, implants and grafts",T80-T88,"Complications of surgical and medical care, not elsewhere classified (T80-T88)",19,"Injury, poisoning and certain other consequences of external causes (S00-T88)"
T86,Complications of transplanted organs and tissue,T80-T88,"Complications of surgical and medical care, not elsewhere classified (T80-T88)",19,"Injury, poisoning and certain other consequences of external causes (S00-T88)"
T87,Complications peculiar to reattachment and amputation,T80-T88,"Complications of surgical and medical care, not elsewhere classified (T80-T88)",19,"Injury, poisoning and certain other consequences of external causes (S00-T88)"
T88,"Other complications of surgical and medical care, not elsewhere classified",T80-T88,"Complications of surgical and medical care, not elsewhere classified (T80-T88)",19,"Injury, poisoning and certain other consequences of external causes (S00-T88)"
V00,Pedestrian conveyance accident,V00-V09,Pedestrian injured in transport accident (V00-V09),20,External causes of morbidity (V00-Y99)
V01,Pedestrian injured in collision with pedal cycle,V00-V09,Pedestrian injured in transport accident (V00-V09),20,External causes of morbidity (V00-Y99)
V02,Pedestrian injured in collision with two- or three-wheeled motor vehicle,V00-V09,Pedestrian injured in transport accident (V00-V09),20,External causes of morbidity (V00-Y99)
V03,"Pedestrian injured in collision with car, pick-up truck or van",V00-V09,Pedestrian injured in transport accident (V00-V09),20,External causes of morbidity (V00-Y99)
V04,Pedestrian injured in collision with heavy transport vehicle or bus,V00-V09,Pedestrian injured in transport accident (V00-V09),20,External causes of morbidity (V00-Y99)
V05,Pedestrian injured in collision with railway train or railway vehicle,V00-V09,Pedestrian injured in transport accident (V00-V09),20,External causes of morbidity (V00-Y99)
V06,Pedestrian injured in collision with other nonmotor vehicle,V00-V09,Pedestrian injured in transport accident (V00-V09),20,External causes of morbidity (V00-Y99)
V09,Pedestrian injured in other and unspecified transport accidents,V00-V09,Pedestrian injured in transport accident (V00-V09),20,External causes of morbidity (V00-Y99)
V10,Pedal cycle rider injured in collision with pedestrian or animal,V10-V19,Pedal cycle rider injured in transport accident (V10-V19),20,External causes of morbidity (V00-Y99)
V11,Pedal cycle rider injured in collision with other pedal cycle,V10-V19,Pedal cycle rider injured in transport accident (V10-V19),20,External causes of morbidity (V00-Y99)
V12,Pedal cycle rider injured in collision with two- or three-wheeled motor vehicle,V10-V19,Pedal cycle rider injured in transport accident (V10-V19),20,External causes of morbidity (V00-Y99)
V13,"Pedal cycle rider injured in collision with car, pick-up truck or van",V10-V19,Pedal cycle rider injured in transport accident (V10-V19),20,External causes of morbidity (V00-Y99)
V14,Pedal cycle rider injured in collision with heavy transport vehicle or bus,V10-V19,Pedal cycle rider injured in transport accident (V10-V19),20,External causes of morbidity (V00-Y99)
V15,Pedal cycle rider injured in collision with railway train or railway vehicle,V10-V19,Pedal cycle rider injured in transport accident (V10-V19),20,External causes of morbidity (V00-Y99)
V16,Pedal cycle rider injured in collision with other nonmotor vehicle,V10-V19,Pedal cycle rider injured in transport accident (V10-V19),20,External causes of morbidity (V00-Y99)
V17,Pedal cycle rider injured in collision with fixed or stationary object,V10-V19,Pedal cycle rider injured in transport accident (V10-V19),20,External causes of morbidity (V00-Y99)
V18,Pedal cycle rider injured in noncollision transport accident,V10-V19,Pedal cycle rider injured in transport accident (V10-V19),20,External causes of morbidity (V00-Y99)
V19,Pedal cycle rider injured in other and unspecified transport accidents,V10-V19,Pedal cycle rider injured in transport accident (V10-V19),20,External causes of morbidity (V00-Y99)
V20,Motorcycle rider injured in collision with pedestrian or animal,V20-V29,Motorcycle rider injured in transport accident (V20-V29),20,External causes of morbidity (V00-Y99)
V21,Motorcycle rider injured in collision with pedal cycle,V20-V29,Motorcycle rider injured in transport accident (V20-V29),20,External causes of morbidity (V00-Y99)
V22,Motorcycle rider injured in collision with two- or three-wheeled motor vehicle,V20-V29,Motorcycle rider injured in transport accident (V20-V29),20,External causes of morbidity (V00-Y99)
V23,"Motorcycle rider injured in collision with car, pick-up truck or van",V20-V29,Motorcycle rider injured in transport accident (V20-V29),20,External causes of morbidity (V00-Y99)
V24,Motorcycle rider injured in collision with heavy transport vehicle or bus,V20-V29,Motorcycle rider injured in transport accident (V20-V29),20,External causes of morbidity (V00-Y99)
V25,Motorcycle rider injured in collision with railway train or railway vehicle,V20-V29,Motorcycle rider injured in transport accident (V20-V29),20,External causes of morbidity (V00-Y99)
V26,Motorcycle rider injured in collision with other nonmotor vehicle,V20-V29,Motorcycle rider injured in transport accident (V20-V29),20,External causes of morbidity (V00-Y99)
V27,Motorcycle rider injured in collision with fixed or stationary object,V20-V29,Motorcycle rider injured in transport accident (V20-V29),20,External causes of morbidity (V00-Y99)
V28,Motorcycle rider injured in noncollision transport accident,V20-V29,Motorcycle rider injured in transport accident (V20-V29),20,External causes of morbidity (V00-Y99)
V29,Motorcycle rider injured in other and unspecified transport accidents,V20-V29,Motorcycle rider injured in transport accident (V20-V29),20,External causes of morbidity (V00-Y99)
V30,Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal,V30-V39,Occupant of three-wheeled motor vehicle injured in transport accident (V30-V39),20,External causes of morbidity (V00-Y99)
V31,Occupant of three-wheeled motor vehicle injured in collision with pedal cycle,V30-V39,Occupant of three-wheeled motor vehicle injured in transport accident (V30-V39),20,External causes of morbidity (V00-Y99)
V32,Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle,V30-V39,Occupant of three-wheeled motor vehicle injured in transport accident (V30-V39),20,External causes of morbidity (V00-Y99)
V33,"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van",V30-V39,Occupant of three-wheeled motor vehicle injured in transport accident (V30-V39),20,External causes of morbidity (V00-Y99)
V34,Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus,V30-V39,Occupant of three-wheeled motor vehicle injured in transport accident (V30-V39),20,External causes of morbidity (V00-Y99)
V35,Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle,V30-V39,Occupant of three-wheeled motor vehicle injured in transport accident (V30-V39),20,External causes of morbidity (V00-Y99)
V36,Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle,V30-V39,Occupant of three-wheeled motor vehicle injured in transport accident (V30-V39),20,External causes of morbidity (V00-Y99)
V37,Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object,V30-V39,Occupant of three-wheeled motor vehicle injured in transport accident (V30-V39),20,External causes of morbidity (V00-Y99)
V38,Occupant of three-wheeled motor vehicle injured in noncollision transport accident,V30-V39,Occupant of three-wheeled motor vehicle injured in transport accident (V30-V39),20,External causes of morbidity (V00-Y99)
V39,Occupant of three-wheeled motor vehicle injured in other and unspecified transport accidents,V30-V39,Occupant of three-wheeled motor vehicle injured in transport accident (V30-V39),20,External causes of morbidity (V00-Y99)
V40,Car occupant injured in collision with pedestrian or animal,V40-V49,Car occupant injured in transport accident (V40-V49),20,External causes of morbidity (V00-Y99)
V41,Car occupant injured in collision with pedal cycle,V40-V49,Car occupant injured in transport accident (V40-V49),20,External causes of morbidity (V00-Y99)
V42,Car occupant injured in collision with two- or three-wheeled motor vehicle,V40-V49,Car occupant injured in transport accident (V40-V49),20,External causes of morbidity (V00-Y99)
V43,"Car occupant injured in collision with car, pick-up truck or van",V40-V49,Car occupant injured in transport accident (V40-V49),20,External causes of morbidity (V00-Y99)
V44,Car occupant injured in collision with heavy transport vehicle or bus,V40-V49,Car occupant injured in transport accident (V40-V49),20,External causes of morbidity (V00-Y99)
V45,Car occupant injured in collision with railway train or railway vehicle,V40-V49,Car occupant injured in transport accident (V40-V49),20,External causes of morbidity (V00-Y99)
V46,Car occupant injured in collision with other nonmotor vehicle,V40-V49,Car occupant injured in transport accident (V40-V49),20,External causes of morbidity (V00-Y99)
V47,Car occupant injured in collision with fixed or stationary object,V40-V49,Car occupant injured in transport accident (V40-V49),20,External causes of morbidity (V00-Y99)
V48,Car occupant injured in noncollision transport accident,V40-V49,Car occupant injured in transport accident (V40-V49),20,External causes of morbidity (V00-Y99)
V49,Car occupant injured in other and unspecified transport accidents,V40-V49,Car occupant injured in transport accident (V40-V49),20,External causes of morbidity (V00-Y99)
V50,Occupant of pick-up truck or van injured in collision with pedestrian or animal,V50-V59,Occupant of pick-up truck or van injured in transport accident (V50-V59),20,External causes of morbidity (V00-Y99)
V51,Occupant of pick-up truck or van injured in collision with pedal cycle,V50-V59,Occupant of pick-up truck or van injured in transport accident (V50-V59),20,External causes of morbidity (V00-Y99)
V52,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle,V50-V59,Occupant of pick-up truck or van injured in transport accident (V50-V59),20,External causes of morbidity (V00-Y99)
V53,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van",V50-V59,Occupant of pick-up truck or van injured in transport accident (V50-V59),20,External causes of morbidity (V00-Y99)
V54,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus,V50-V59,Occupant of pick-up truck or van injured in transport accident (V50-V59),20,External causes of morbidity (V00-Y99)
V55,Occupant of pick-up truck or van injured in collision with railway train or railway vehicle,V50-V59,Occupant of pick-up truck or van injured in transport accident (V50-V59),20,External causes of morbidity (V00-Y99)
V56,Occupant of pick-up truck or van injured in collision with other nonmotor vehicle,V50-V59,Occupant of pick-up truck or van injured in transport accident (V50-V59),20,External causes of morbidity (V00-Y99)
V57,Occupant of pick-up truck or van injured in collision with fixed or stationary object,V50-V59,Occupant of pick-up truck or van injured in transport accident (V50-V59),20,External causes of morbidity (V00-Y99)
V58,Occupant of pick-up truck or van injured in noncollision transport accident,V50-V59,Occupant of pick-up truck or van injured in transport accident (V50-V59),20,External causes of morbidity (V00-Y99)
V59,Occupant of pick-up truck or van injured in other and unspecified transport accidents,V50-V59,Occupant of pick-up truck or van injured in transport accident (V50-V59),20,External causes of morbidity (V00-Y99)
V60,Occupant of heavy transport vehicle injured in collision with pedestrian or animal,V60-V69,Occupant of heavy transport vehicle injured in transport accident (V60-V69),20,External causes of morbidity (V00-Y99)
V61,Occupant of heavy transport vehicle injured in collision with pedal cycle,V60-V69,Occupant of heavy transport vehicle injured in transport accident (V60-V69),20,External causes of morbidity (V00-Y99)
V62,Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle,V60-V69,Occupant of heavy transport vehicle injured in transport accident (V60-V69),20,External causes of morbidity (V00-Y99)
V63,"Occupant of heavy transport vehicle injured in collision with car, pick-up truck or van",V60-V69,Occupant of heavy transport vehicle injured in transport accident (V60-V69),20,External causes of morbidity (V00-Y99)
V64,Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus,V60-V69,Occupant of heavy transport vehicle injured in transport accident (V60-V69),20,External causes of morbidity (V00-Y99)
V65,Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle,V60-V69,Occupant of heavy transport vehicle injured in transport accident (V60-V69),20,External causes of morbidity (V00-Y99)
V66,Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle,V60-V69,Occupant of heavy transport vehicle injured in transport accident (V60-V69),20,External causes of morbidity (V00-Y99)
V67,Occupant of heavy transport vehicle injured in collision with fixed or stationary object,V60-V69,Occupant of heavy transport vehicle injured in transport accident (V60-V69),20,External causes of morbidity (V00-Y99)
V68,Occupant of heavy transport vehicle injured in noncollision transport accident,V60-V69,Occupant of heavy transport vehicle injured in transport accident (V60-V69),20,External causes of morbidity (V00-Y99)
V69,Occupant of heavy transport vehicle injured in other and unspecified transport accidents,V60-V69,Occupant of heavy transport vehicle injured in transport accident (V60-V69),20,External causes of morbidity (V00-Y99)
V70,Bus occupant injured in collision with pedestrian or animal,V70-V79,Bus occupant injured in transport accident (V70-V79),20,External causes of morbidity (V00-Y99)
V71,Bus occupant injured in collision with pedal cycle,V70-V79,Bus occupant injured in transport accident (V70-V79),20,External causes of morbidity (V00-Y99)
V72,Bus occupant injured in collision with two- or three-wheeled motor vehicle,V70-V79,Bus occupant injured in transport accident (V70-V79),20,External causes of morbidity (V00-Y99)
V73,"Bus occupant injured in collision with car, pick-up truck or van",V70-V79,Bus occupant injured in transport accident (V70-V79),20,External causes of morbidity (V00-Y99)
V74,Bus occupant injured in collision with heavy transport vehicle or bus,V70-V79,Bus occupant injured in transport accident (V70-V79),20,External causes of morbidity (V00-Y99)
V75,Bus occupant injured in collision with railway train or railway vehicle,V70-V79,Bus occupant injured in transport accident (V70-V79),20,External causes of morbidity (V00-Y99)
V76,Bus occupant injured in collision with other nonmotor vehicle,V70-V79,Bus occupant injured in transport accident (V70-V79),20,External causes of morbidity (V00-Y99)
V77,Bus occupant injured in collision with fixed or stationary object,V70-V79,Bus occupant injured in transport accident (V70-V79),20,External causes of morbidity (V00-Y99)
V78,Bus occupant injured in noncollision transport accident,V70-V79,Bus occupant injured in transport accident (V70-V79),20,External causes of morbidity (V00-Y99)
V79,Bus occupant injured in other and unspecified transport accidents,V70-V79,Bus occupant injured in transport accident (V70-V79),20,External causes of morbidity (V00-Y99)
V80,Animal-rider or occupant of animal-drawn vehicle injured in transport accident,V80-V89,Other land transport accidents (V80-V89),20,External causes of morbidity (V00-Y99)
V81,Occupant of railway train or railway vehicle injured in transport accident,V80-V89,Other land transport accidents (V80-V89),20,External causes of morbidity (V00-Y99)
V82,Occupant of powered streetcar injured in transport accident,V80-V89,Other land transport accidents (V80-V89),20,External causes of morbidity (V00-Y99)
V83,Occupant of special vehicle mainly used on industrial premises injured in transport accident,V80-V89,Other land transport accidents (V80-V89),20,External causes of morbidity (V00-Y99)
V84,Occupant of special vehicle mainly used in agriculture injured in transport accident,V80-V89,Other land transport accidents (V80-V89),20,External causes of morbidity (V00-Y99)
V85,Occupant of special construction vehicle injured in transport accident,V80-V89,Other land transport accidents (V80-V89),20,External causes of morbidity (V00-Y99)
V86,"Occupant of special all-terrain or other off-road motor vehicle, injured in transport accident",V80-V89,Other land transport accidents (V80-V89),20,External causes of morbidity (V00-Y99)
V87,Traffic accident of specified type but victim's mode of transport unknown,V80-V89,Other land transport accidents (V80-V89),20,External causes of morbidity (V00-Y99)
V88,Nontraffic accident of specified type but victim's mode of transport unknown,V80-V89,Other land transport accidents (V80-V89),20,External causes of morbidity (V00-Y99)
V89,"Motor- or nonmotor-vehicle accident, type of vehicle unspecified",V80-V89,Other land transport accidents (V80-V89),20,External causes of morbidity (V00-Y99)
V90,Drowning and submersion due to accident to watercraft,V90-V94,Water transport accidents (V90-V94),20,External causes of morbidity (V00-Y99)
V91,Other injury due to accident to watercraft,V90-V94,Water transport accidents (V90-V94),20,External causes of morbidity (V00-Y99)
V92,"Drowning and submersion due to accident on board watercraft, without accident to watercraft",V90-V94,Water transport accidents (V90-V94),20,External causes of morbidity (V00-Y99)
V93,"Other injury due to accident on board watercraft, without accident to watercraft",V90-V94,Water transport accidents (V90-V94),20,External causes of morbidity (V00-Y99)
V94,Other and unspecified water transport accidents,V90-V94,Water transport accidents (V90-V94),20,External causes of morbidity (V00-Y99)
V95,Accident to powered aircraft causing injury to occupant,V95-V97,Air and space transport accidents (V95-V97),20,External causes of morbidity (V00-Y99)
V96,Accident to nonpowered aircraft causing injury to occupant,V95-V97,Air and space transport accidents (V95-V97),20,External causes of morbidity (V00-Y99)
V97,Other specified air transport accidents,V95-V97,Air and space transport accidents (V95-V97),20,External causes of morbidity (V00-Y99)
V98,Other specified transport accidents,V98-V99,Other and unspecified transport accidents (V98-V99),20,External causes of morbidity (V00-Y99)
V99,Unspecified transport accident,V98-V99,Other and unspecified transport accidents (V98-V99),20,External causes of morbidity (V00-Y99)
W00,Fall due to ice and snow,W00-W19,"Slipping, tripping, stumbling and falls (W00-W19)",20,External causes of morbidity (V00-Y99)
W01,"Fall on same level from slipping, tripping and stumbling",W00-W19,"Slipping, tripping, stumbling and falls (W00-W19)",20,External causes of morbidity (V00-Y99)
W03,Other fall on same level due to collision with another person,W00-W19,"Slipping, tripping, stumbling and falls (W00-W19)",20,External causes of morbidity (V00-Y99)
W04,Fall while being carried or supported by other persons,W00-W19,"Slipping, tripping, stumbling and falls (W00-W19)",20,External causes of morbidity (V00-Y99)
W05,"Fall from non-moving wheelchair, nonmotorized scooter and motorized mobility scooter",W00-W19,"Slipping, tripping, stumbling and falls (W00-W19)",20,External causes of morbidity (V00-Y99)
W06,Fall from bed,W00-W19,"Slipping, tripping, stumbling and falls (W00-W19)",20,External causes of morbidity (V00-Y99)
W07,Fall from chair,W00-W19,"Slipping, tripping, stumbling and falls (W00-W19)",20,External causes of morbidity (V00-Y99)
W08,Fall from other furniture,W00-W19,"Slipping, tripping, stumbling and falls (W00-W19)",20,External causes of morbidity (V00-Y99)
W09,Fall on and from playground equipment,W00-W19,"Slipping, tripping, stumbling and falls (W00-W19)",20,External causes of morbidity (V00-Y99)
W10,Fall on and from stairs and steps,W00-W19,"Slipping, tripping, stumbling and falls (W00-W19)",20,External causes of morbidity (V00-Y99)
W11,Fall on and from ladder,W00-W19,"Slipping, tripping, stumbling and falls (W00-W19)",20,External causes of morbidity (V00-Y99)
W12,Fall on and from scaffolding,W00-W19,"Slipping, tripping, stumbling and falls (W00-W19)",20,External causes of morbidity (V00-Y99)
W13,"Fall from, out of or through building or structure",W00-W19,"Slipping, tripping, stumbling and falls (W00-W19)",20,External causes of morbidity (V00-Y99)
W14,Fall from tree,W00-W19,"Slipping, tripping, stumbling and falls (W00-W19)",20,External causes of morbidity (V00-Y99)
W15,Fall from cliff,W00-W19,"Slipping, tripping, stumbling and falls (W00-W19)",20,External causes of morbidity (V00-Y99)
W16,"Fall, jump or diving into water",W00-W19,"Slipping, tripping, stumbling and falls (W00-W19)",20,External causes of morbidity (V00-Y99)
