category_codes,category_codes_des,block_codes,block_codes_des,chapter_codes,chapter_codes_des
E882,Accidental fall from or out of building or other structure,E880-E888,Accidental Falls,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E883,Accidental fall into hole or other opening in surface,E880-E888,Accidental Falls,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E884,Other accidental falls from one level to another,E880-E888,Accidental Falls,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E885,Accidental fall on same level from slipping tripping or stumbling,E880-E888,Accidental Falls,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E886,"Fall on same level from collision, pushing, or shoving, by or with other person",E880-E888,Accidental Falls,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E887,"Fracture, cause unspecified",E880-E888,Accidental Falls,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E888,Other and unspecified fall,E880-E888,Accidental Falls,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E890,Conflagration in private dwelling,E890-E899,Accidents Caused By Fire And Flames,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E891,Conflagration in other and unspecified building or structure,E890-E899,Accidents Caused By Fire And Flames,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E892,Conflagration not in building or structure,E890-E899,Accidents Caused By Fire And Flames,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E893,Accident caused by ignition of clothing,E890-E899,Accidents Caused By Fire And Flames,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E894,Ignition of highly inflammable material,E890-E899,Accidents Caused By Fire And Flames,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E895,Accident caused by controlled fire in private dwelling,E890-E899,Accidents Caused By Fire And Flames,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E896,Accident caused by controlled fire in other and unspecified building or structure,E890-E899,Accidents Caused By Fire And Flames,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E897,Accident caused by controlled fire not in building or structure,E890-E899,Accidents Caused By Fire And Flames,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E898,Accident caused by other specified fire and flames,E890-E899,Accidents Caused By Fire And Flames,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E899,Accident caused by unspecified fire,E890-E899,Accidents Caused By Fire And Flames,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E900,Accident caused by excessive heat,E900-E909,Accidents Due To Natural And Environmental Factors,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E901,Accidents due to excessive cold,E900-E909,Accidents Due To Natural And Environmental Factors,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E902,Accident due to high and low air pressure and changes in air pressure,E900-E909,Accidents Due To Natural And Environmental Factors,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E903,Accident caused by travel and motion,E900-E909,Accidents Due To Natural And Environmental Factors,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E904,Accident due to hunger thirst exposure and neglect,E900-E909,Accidents Due To Natural And Environmental Factors,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E905,Venomous animals and plants as the cause of poisoning and toxic reactions,E900-E909,Accidents Due To Natural And Environmental Factors,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E906,Other injury caused by animals,E900-E909,Accidents Due To Natural And Environmental Factors,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E907,Accident due to lightning,E900-E909,Accidents Due To Natural And Environmental Factors,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E908,Accident due to cataclysmic storms and floods resulting from storms,E900-E909,Accidents Due To Natural And Environmental Factors,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E909,Accident due to cataclysmic earth surface movements and eruptions,E900-E909,Accidents Due To Natural And Environmental Factors,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E910,Accidental drowning and submersion,E910-E915,"Accidents Caused By Submersion, Suffocation, And Foreign Bodies",E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E911,Inhalation and ingestion of food causing obstruction of respiratory tract or suffocation,E910-E915,"Accidents Caused By Submersion, Suffocation, And Foreign Bodies",E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E912,Inhalation and ingestion of other object causing obstruction of respiratory tract or suffocation,E910-E915,"Accidents Caused By Submersion, Suffocation, And Foreign Bodies",E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E913,Accidental mechanical suffocation,E910-E915,"Accidents Caused By Submersion, Suffocation, And Foreign Bodies",E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E914,Foreign body accidentally entering eye and adnexa,E910-E915,"Accidents Caused By Submersion, Suffocation, And Foreign Bodies",E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E915,Foreign body accidentally entering other orifice,E910-E915,"Accidents Caused By Submersion, Suffocation, And Foreign Bodies",E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E916,Struck accidentally by falling object,E916-E928,Other Accidents,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E917,Striking against or struck accidentally by objects or persons,E916-E928,Other Accidents,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E918,Caught accidentally in or between objects,E916-E928,Other Accidents,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E919,Accidents caused by machinery,E916-E928,Other Accidents,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E920,Accidents caused by cutting and piercing instruments or objects,E916-E928,Other Accidents,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E921,Accident caused by explosion of pressure vessel,E916-E928,Other Accidents,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E922,Accident caused by firearm and air gun missile,E916-E928,Other Accidents,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E923,Accident caused by explosive material,E916-E928,Other Accidents,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E924,Accident caused by hot substance or object caustic or corrosive material and steam,E916-E928,Other Accidents,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E925,Accident caused by electric current,E916-E928,Other Accidents,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E926,Exposure to radiation,E916-E928,Other Accidents,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E927,Overexertion and strenuous movements,E916-E928,Other Accidents,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E928,Other and unspecified environmental and accidental causes,E916-E928,Other Accidents,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E929,Late effects of accidental injury,E929-E929,Late Effects Of Accidental Injury,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E930,Antibiotics causing adverse effects in therapeutic use,E930-E949,"Drugs, Medicinal And Biological Substances Causing Adverse Effects In Therapeutic Use",E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E931,Other anti-infectives causing adverse effects in therapeutic use,E930-E949,"Drugs, Medicinal And Biological Substances Causing Adverse Effects In Therapeutic Use",E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E932,Hormones and synthetic substitutes causing adverse effects in therapeutic use,E930-E949,"Drugs, Medicinal And Biological Substances Causing Adverse Effects In Therapeutic Use",E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E933,Primarily systemic agents causing adverse effects in therapeutic use,E930-E949,"Drugs, Medicinal And Biological Substances Causing Adverse Effects In Therapeutic Use",E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E934,Agents primarily affecting blood constituents causing adverse effects in therapeutic use,E930-E949,"Drugs, Medicinal And Biological Substances Causing Adverse Effects In Therapeutic Use",E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E935,Analgesics antipyretics and antirheumatics causing adverse effects in therapeutic use,E930-E949,"Drugs, Medicinal And Biological Substances Causing Adverse Effects In Therapeutic Use",E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E936,Anticonvulsants and anti-parkinsonism drugs causing adverse effects in therapeutic use,E930-E949,"Drugs, Medicinal And Biological Substances Causing Adverse Effects In Therapeutic Use",E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E937,Sedatives and hypnotics causing adverse effects in therapeutic use,E930-E949,"Drugs, Medicinal And Biological Substances Causing Adverse Effects In Therapeutic Use",E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E938,Other central nervous system depressants and anesthetics causing adverse effects in therapeutic use,E930-E949,"Drugs, Medicinal And Biological Substances Causing Adverse Effects In Therapeutic Use",E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E939,Psychotropic agents causing adverse effects in therapeutic use,E930-E949,"Drugs, Medicinal And Biological Substances Causing Adverse Effects In Therapeutic Use",E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E940,Central nervous system stimulants causing adverse effects in therapeutic use,E930-E949,"Drugs, Medicinal And Biological Substances Causing Adverse Effects In Therapeutic Use",E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E941,Drugs primarily affecting the autonomic nervous system causing adverse effects in therapeutic use,E930-E949,"Drugs, Medicinal And Biological Substances Causing Adverse Effects In Therapeutic Use",E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E942,Agents primarily affecting the cardiovascular system causing adverse effects in therapeutic use,E930-E949,"Drugs, Medicinal And Biological Substances Causing Adverse Effects In Therapeutic Use",E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E943,Agents primarily affecting gastrointestinal system causing adverse effects in therapeutic use,E930-E949,"Drugs, Medicinal And Biological Substances Causing Adverse Effects In Therapeutic Use",E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E944,Water mineral and uric acid metabolism drugs causing adverse effects in therapeutic use,E930-E949,"Drugs, Medicinal And Biological Substances Causing Adverse Effects In Therapeutic Use",E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E945,Agents primarily acting on the smooth and skeletal muscles and respiratory system causing adverse effects in therapeutic use,E930-E949,"Drugs, Medicinal And Biological Substances Causing Adverse Effects In Therapeutic Use",E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E946,Agents primarily affecting skin and mucous membrane ophthalmological otorhinolaryngological and dental drugs causing adverse effects in therapeutic use,E930-E949,"Drugs, Medicinal And Biological Substances Causing Adverse Effects In Therapeutic Use",E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E947,Other and unspecified drugs and medicinal substances causing adverse effects in therapeutic use,E930-E949,"Drugs, Medicinal And Biological Substances Causing Adverse Effects In Therapeutic Use",E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E948,Bacterial vaccines causing adverse effects in therapeutic use,E930-E949,"Drugs, Medicinal And Biological Substances Causing Adverse Effects In Therapeutic Use",E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E949,Other vaccines and biological substances causing adverse effects in therapeutic use,E930-E949,"Drugs, Medicinal And Biological Substances Causing Adverse Effects In Therapeutic Use",E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E950,Suicide and self-inflicted poisoning by solid or liquid substances,E950-E959,Suicide And Self-Inflicted Injury,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E951,Suicide and self-inflicted poisoning by gases in domestic use,E950-E959,Suicide And Self-Inflicted Injury,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E952,Suicide and self-inflicted poisoning by other gases and vapors,E950-E959,Suicide And Self-Inflicted Injury,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E953,Suicide and self-inflicted injury by hanging strangulation and suffocation,E950-E959,Suicide And Self-Inflicted Injury,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E954,Suicide and self-inflicted injury by submersion [drowning],E950-E959,Suicide And Self-Inflicted Injury,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E955,Suicide and self-inflicted injury by firearms air guns and explosives,E950-E959,Suicide And Self-Inflicted Injury,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E956,Suicide and self-inflicted injury by cutting and piercing instrument,E950-E959,Suicide And Self-Inflicted Injury,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E957,Suicide and self-inflicted injuries by jumping from high place,E950-E959,Suicide And Self-Inflicted Injury,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E958,Suicide and self-inflicted injury by other and unspecified means,E950-E959,Suicide And Self-Inflicted Injury,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E959,Late effects of self-inflicted injury,E950-E959,Suicide And Self-Inflicted Injury,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E960,Fight brawl rape,E960-E969,Homicide And Injury Purposely Inflicted By Other Persons,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E961,"Assault by corrosive or caustic substance, except poisoning",E960-E969,Homicide And Injury Purposely Inflicted By Other Persons,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E962,Assault by poisoning,E960-E969,Homicide And Injury Purposely Inflicted By Other Persons,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E963,Assault by hanging and strangulation,E960-E969,Homicide And Injury Purposely Inflicted By Other Persons,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E964,Assault by submersion [drowning],E960-E969,Homicide And Injury Purposely Inflicted By Other Persons,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E965,Assault by firearms and explosives,E960-E969,Homicide And Injury Purposely Inflicted By Other Persons,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E966,Assault by cutting and piercing instrument,E960-E969,Homicide And Injury Purposely Inflicted By Other Persons,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E967,Perpetrator of child and adult abuse,E960-E969,Homicide And Injury Purposely Inflicted By Other Persons,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E968,Assault by other and unspecified means,E960-E969,Homicide And Injury Purposely Inflicted By Other Persons,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E969,Late effects of injury purposely inflicted by other person,E960-E969,Homicide And Injury Purposely Inflicted By Other Persons,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E970,Injury due to legal intervention by firearms,E970-E979,Legal Intervention,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E971,Injury due to legal intervention by explosives,E970-E979,Legal Intervention,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E972,Injury due to legal intervention by gas,E970-E979,Legal Intervention,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E973,Injury due to legal intervention by blunt object,E970-E979,Legal Intervention,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E974,Injury due to legal intervention by cutting and piercing instrument,E970-E979,Legal Intervention,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E975,Injury due to legal intervention by other specified means,E970-E979,Legal Intervention,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E976,Injury due to legal intervention by unspecified means,E970-E979,Legal Intervention,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E977,Late effects of injuries due to legal intervention,E970-E979,Legal Intervention,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E978,Legal execution,E970-E979,Legal Intervention,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E979,Terrorism,E970-E979,Legal Intervention,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E980,Poisoning by solid or liquid substances undetermined whether accidentally or purposely inflicted,E980-E989,Injury Undetermined Whether Accidentally Or Purposely Inflicted,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E981,Poisoning by gases in domestic use undetermined whether accidentally or purposely inflicted,E980-E989,Injury Undetermined Whether Accidentally Or Purposely Inflicted,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E982,Poisoning by other gases undetermined whether accidentally or purposely inflicted,E980-E989,Injury Undetermined Whether Accidentally Or Purposely Inflicted,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E983,Hanging strangulation or suffocation undetermined whether accidentally or purposely inflicted,E980-E989,Injury Undetermined Whether Accidentally Or Purposely Inflicted,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E984,"Submersion (drowning), undetermined whether accidentally or purposely inflicted",E980-E989,Injury Undetermined Whether Accidentally Or Purposely Inflicted,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E985,Injury by firearms air guns and explosives undetermined whether accidentally or purposely inflicted,E980-E989,Injury Undetermined Whether Accidentally Or Purposely Inflicted,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E986,"Injury by cutting and piercing instruments, undetermined whether accidentally or purposely inflicted",E980-E989,Injury Undetermined Whether Accidentally Or Purposely Inflicted,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E987,Falling from high place undetermined whether accidentally or purposely inflicted,E980-E989,Injury Undetermined Whether Accidentally Or Purposely Inflicted,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E988,Injury by other and unspecified means undetermined whether accidentally or purposely inflicted,E980-E989,Injury Undetermined Whether Accidentally Or Purposely Inflicted,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E989,"Late effects of injury, undetermined whether accidentally or purposely inflicted",E980-E989,Injury Undetermined Whether Accidentally Or Purposely Inflicted,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E990,Injury due to war operations by fires and conflagrations,E990-E999,Injury Resulting From Operations Of War,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E991,Injury due to war operations by bullets and fragments,E990-E999,Injury Resulting From Operations Of War,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E992,Injury due to war operations by explosion of marine weapons,E990-E999,Injury Resulting From Operations Of War,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E993,Injury due to war operations by other explosion,E990-E999,Injury Resulting From Operations Of War,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E994,Injury due to war operations by destruction of aircraft,E990-E999,Injury Resulting From Operations Of War,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E995,Injury due to war operations by other and unspecified forms of conventional warfare,E990-E999,Injury Resulting From Operations Of War,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E996,Injury due to war operations by nuclear weapons,E990-E999,Injury Resulting From Operations Of War,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E997,Injury due to war operations by other forms of unconventional warfare,E990-E999,Injury Resulting From Operations Of War,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E998,Injury due to war operations but occurring after cessation of hostilities,E990-E999,Injury Resulting From Operations Of War,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
E999,Late effect of injury due to war operations and terrorism,E990-E999,Injury Resulting From Operations Of War,E000-E999,Supplementary Classification Of External Causes Of Injury And Poisoning
V01,Contact with or exposure to communicable diseases,V01-V09,Persons With Potential Health Hazards Related To Communicable Diseases,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V02,Carrier or suspected carrier of infectious diseases,V01-V09,Persons With Potential Health Hazards Related To Communicable Diseases,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V03,Need for prophylactic vaccination and inoculation against bacterial diseases,V01-V09,Persons With Potential Health Hazards Related To Communicable Diseases,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V04,Need for prophylactic vaccination and inoculation against certain viral diseases,V01-V09,Persons With Potential Health Hazards Related To Communicable Diseases,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V05,Need for other prophylactic vaccination and inoculation against single diseases,V01-V09,Persons With Potential Health Hazards Related To Communicable Diseases,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V06,Need for prophylactic vaccination and inoculation against combinations of diseases,V01-V09,Persons With Potential Health Hazards Related To Communicable Diseases,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V07,Need for isolation and other prophylactic measures,V01-V09,Persons With Potential Health Hazards Related To Communicable Diseases,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V08,Asymptomatic human immunodeficiency virus [HIV] infection status,V01-V09,Persons With Potential Health Hazards Related To Communicable Diseases,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V09,Infection with drug-resistant microorganisms,V01-V09,Persons With Potential Health Hazards Related To Communicable Diseases,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V10,Personal history of malignant neoplasm,V10-V19,Persons With Potential Health Hazards Related To Personal And Family History,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V11,Personal history of mental disorder,V10-V19,Persons With Potential Health Hazards Related To Personal And Family History,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V12,Personal history of certain other diseases,V10-V19,Persons With Potential Health Hazards Related To Personal And Family History,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V13,Personal history of other diseases,V10-V19,Persons With Potential Health Hazards Related To Personal And Family History,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V14,Personal history of allergy to medicinal agents,V10-V19,Persons With Potential Health Hazards Related To Personal And Family History,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V15,Other personal history presenting hazards to health,V10-V19,Persons With Potential Health Hazards Related To Personal And Family History,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V16,Family history of malignant neoplasm,V10-V19,Persons With Potential Health Hazards Related To Personal And Family History,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V17,Family history of certain chronic disabling diseases,V10-V19,Persons With Potential Health Hazards Related To Personal And Family History,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V18,Family history of certain other specific conditions,V10-V19,Persons With Potential Health Hazards Related To Personal And Family History,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V19,Family history of other conditions,V10-V19,Persons With Potential Health Hazards Related To Personal And Family History,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V20,Health supervision of infant or child,V20-V29,Persons Encountering Health Services In Circumstances Related To Reproduction And Development,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V21,Constitutional states in development,V20-V29,Persons Encountering Health Services In Circumstances Related To Reproduction And Development,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V22,Normal pregnancy,V20-V29,Persons Encountering Health Services In Circumstances Related To Reproduction And Development,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V23,Supervision of high-risk pregnancy,V20-V29,Persons Encountering Health Services In Circumstances Related To Reproduction And Development,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V24,Postpartum care and examination,V20-V29,Persons Encountering Health Services In Circumstances Related To Reproduction And Development,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V25,Encounter for contraceptive management,V20-V29,Persons Encountering Health Services In Circumstances Related To Reproduction And Development,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V26,Procreative management,V20-V29,Persons Encountering Health Services In Circumstances Related To Reproduction And Development,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V27,Outcome of delivery,V20-V29,Persons Encountering Health Services In Circumstances Related To Reproduction And Development,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V28,Encounter for antenatal screening of mother,V20-V29,Persons Encountering Health Services In Circumstances Related To Reproduction And Development,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V29,Observation and evaluation of newborns for suspected conditions not found,V20-V29,Persons Encountering Health Services In Circumstances Related To Reproduction And Development,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V30,Single liveborn,V30-V39,Liveborn Infants According To Type Of Birth,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V31,Twin birth mate liveborn,V30-V39,Liveborn Infants According To Type Of Birth,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V32,Twin birth mate stillborn,V30-V39,Liveborn Infants According To Type Of Birth,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V33,Twin birth unspecified whether mate liveborn or stillborn,V30-V39,Liveborn Infants According To Type Of Birth,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V34,Other multiple birth (three or more) mates all liveborn,V30-V39,Liveborn Infants According To Type Of Birth,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V35,Other multiple birth (three or more) mates all stillborn,V30-V39,Liveborn Infants According To Type Of Birth,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V36,Other multiple birth (three or more) mates liveborn and stillborn,V30-V39,Liveborn Infants According To Type Of Birth,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V37,Other multiple birth (three or more) unspecified whether mates liveborn or stillborn,V30-V39,Liveborn Infants According To Type Of Birth,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V39,Liveborn unspecified whether single twin or multiple,V30-V39,Liveborn Infants According To Type Of Birth,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V40,Mental and behavioral problems,V40-V49,Persons With A Condition Influencing Their Health Status,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V41,Problems with special senses and other special functions,V40-V49,Persons With A Condition Influencing Their Health Status,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V42,Organ or tissue replaced by transplant,V40-V49,Persons With A Condition Influencing Their Health Status,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V43,Organ or tissue replaced by other means,V40-V49,Persons With A Condition Influencing Their Health Status,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V44,Artificial opening status,V40-V49,Persons With A Condition Influencing Their Health Status,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V45,Other postprocedural states,V40-V49,Persons With A Condition Influencing Their Health Status,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V46,Other dependence on machines and devices,V40-V49,Persons With A Condition Influencing Their Health Status,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V47,Other problems with internal organs,V40-V49,Persons With A Condition Influencing Their Health Status,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V48,Problems with head neck and trunk,V40-V49,Persons With A Condition Influencing Their Health Status,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V49,Other conditions influencing health status,V40-V49,Persons With A Condition Influencing Their Health Status,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V50,Elective surgery for purposes other than remedying health states,V50-V59,Persons Encountering Health Services For Specific Procedures And Aftercare,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V51,Aftercare involving the use of plastic surgery,V50-V59,Persons Encountering Health Services For Specific Procedures And Aftercare,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V52,Fitting and adjustment of prosthetic device,V50-V59,Persons Encountering Health Services For Specific Procedures And Aftercare,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
V53,Fitting and adjustment of other device,V50-V59,Persons Encountering Health Services For Specific Procedures And Aftercare,V01-V91,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services
